Codes,Names,PPH_2013,White (%),Mixed/multiple ethnic groups (%),Asian/Asian British (%),Black/African/Caribbean/Black British (%),Other ethnic group (%),BAME (%),Median Annual Household Income estimate (£)
E01002923,Kingston upon Thames 013A,138,74.6,4.6,14.2,5.1,1.4,25.4,25407
E01002925,Kingston upon Thames 013B,74,84.0,3.4,8.5,1.9,2.2,16.0,41287
E01002993,Kingston upon Thames 013C,96,82.3,4.0,9.8,2.0,1.9,17.7,40200
E01002995,Kingston upon Thames 013D,37,79.7,4.2,13.4,1.1,1.6,20.3,56324
E01002999,Kingston upon Thames 013E,77,76.5,3.2,14.4,3.5,2.5,23.5,33525
E01002915,Kingston upon Thames 014A,45,67.9,3.3,24.6,2.1,2.1,32.1,37492
E01002916,Kingston upon Thames 014B,34,72.3,4.5,19.4,1.4,2.5,27.7,41815
E01002917,Kingston upon Thames 014C,51,78.8,2.3,16.1,1.0,1.8,21.2,45041
E01002920,Kingston upon Thames 014D,36,81.4,4.0,11.4,1.1,2.1,18.6,45960
E01002924,Kingston upon Thames 014E,47,86.2,3.7,7.5,1.1,1.5,13.8,58244
E01002976,Kingston upon Thames 015A,60,80.8,2.7,12.9,1.8,1.9,19.2,37199
E01002978,Kingston upon Thames 015B,50,72.1,2.6,19.8,1.2,4.4,27.9,47331
E01002979,Kingston upon Thames 015C,47,78.1,2.3,15.5,1.0,3.0,21.9,42880
E01002982,Kingston upon Thames 015D,56,63.3,2.5,26.9,1.9,5.4,36.7,38718
E01002983,Kingston upon Thames 015E,26,68.6,3.4,23.4,1.0,3.5,31.4,48045
E01002994,Kingston upon Thames 016A,47,81.3,4.2,9.5,3.2,1.8,18.7,48609
E01002996,Kingston upon Thames 016B,78,85.2,3.0,8.7,2.4,0.7,14.8,46783
E01002997,Kingston upon Thames 016C,65,83.8,3.6,9.7,1.2,1.6,16.2,49679
E01002998,Kingston upon Thames 016D,110,78.3,3.9,11.7,4.0,2.2,21.7,34185
E01003002,Kingston upon Thames 016E,64,77.1,5.2,13.0,2.6,2.1,22.9,33833
E01002918,Kingston upon Thames 017A,41,65.7,3.5,26.7,2.2,1.9,34.3,32443
E01002919,Kingston upon Thames 017B,24,57.2,3.5,30.4,6.2,2.6,42.8,30727
E01003000,Kingston upon Thames 017C,14,69.9,3.4,22.0,1.9,2.8,30.1,31570
E01003001,Kingston upon Thames 017D,51,62.7,2.8,30.0,1.7,2.8,37.3,34841
E01003003,Kingston upon Thames 017E,68,68.9,3.3,24.0,2.1,1.7,31.1,33230
E01002939,Kingston upon Thames 018A,63,80.2,4.7,10.5,3.2,1.4,19.8,32402
E01002941,Kingston upon Thames 018B,25,87.7,1.5,8.6,1.5,0.6,12.3,34776
E01002942,Kingston upon Thames 018C,65,89.9,2.0,5.6,1.4,1.2,10.1,35971
E01003004,Kingston upon Thames 018D,52,75.2,3.9,15.1,3.8,2.0,24.8,35011
E01003005,Kingston upon Thames 018E,68,84.3,2.0,11.3,1.9,0.5,15.7,33909
E01002944,Kingston upon Thames 019A,45,81.7,4.0,9.5,3.2,1.6,18.3,33496
E01002945,Kingston upon Thames 019B,65,90.7,1.9,5.6,1.3,0.4,9.3,34241
E01002946,Kingston upon Thames 019C,32,90.0,2.9,5.5,0.8,0.8,10.0,35584
E01002947,Kingston upon Thames 019D,56,90.3,2.4,5.3,0.6,1.4,9.7,36300
E01002940,Kingston upon Thames 020A,74,83.9,3.3,9.6,1.9,1.4,16.1,31609
E01002943,Kingston upon Thames 020B,46,87.0,3.2,6.9,1.9,1.0,13.0,31983
E01002948,Kingston upon Thames 020C,4,81.8,4.1,8.7,3.1,2.2,18.2,35210
E01002949,Kingston upon Thames 020D,64,83.3,3.2,9.7,1.5,2.4,16.7,35081
E01002950,Kingston upon Thames 020E,17,88.5,2.6,5.2,2.6,1.1,11.5,30277
E01003472,Merton 001A,141,85.3,4.0,9.0,0.7,1.0,14.7,58959
E01003473,Merton 001B,62,78.7,3.2,14.6,1.7,1.8,21.3,53952
E01003474,Merton 001C,23,87.9,2.3,7.1,1.1,1.6,12.1,72913
E01003475,Merton 001D,37,71.1,5.1,15.3,6.8,1.7,28.9,32911
E01003478,Merton 001E,48,83.9,4.9,8.7,1.1,1.3,16.1,52830
E01003460,Merton 002A,4,89.0,2.7,5.5,1.5,1.2,11.0,65700
E01003462,Merton 002B,32,84.4,4.1,8.9,1.0,1.6,15.6,64139
E01003464,Merton 002C,17,75.2,3.3,16.7,0.9,3.9,24.8,65060
E01003465,Merton 002D,20,83.8,3.5,9.8,0.2,2.8,16.2,78144
E01003400,Merton 003A,86,78.9,4.3,12.9,2.2,1.7,21.1,51157
E01003454,Merton 003B,89,79.4,3.7,12.4,2.7,1.8,20.6,52422
E01003456,Merton 003C,68,78.4,4.0,12.3,3.7,1.6,21.6,50184
E01003476,Merton 003D,81,74.4,3.3,12.2,7.4,2.7,25.6,45886
E01003477,Merton 003E,81,82.2,3.5,11.1,1.5,1.7,17.8,50869
E01003401,Merton 004A,75,75.1,4.2,17.8,1.6,1.3,24.9,54021
E01003402,Merton 004B,67,73.2,4.5,17.4,2.1,2.8,26.8,57107
E01003403,Merton 004C,62,84.6,2.7,9.9,0.7,2.1,15.4,55699
E01003404,Merton 004D,79,78.7,4.0,14.7,1.4,1.3,21.3,48993
E01003461,Merton 004E,54,87.9,3.0,6.9,1.0,1.2,12.1,62269
E01003367,Merton 005A,52,59.4,3.7,28.7,6.7,1.4,40.6,34011
E01003369,Merton 005B,180,65.6,6.5,17.9,8.2,1.9,34.4,31808
E01003370,Merton 005C,128,63.7,6.7,20.1,7.7,1.9,36.3,31121
E01003371,Merton 005D,131,66.1,5.5,19.0,8.4,1.0,33.9,34237
E01003455,Merton 005E,78,75.7,5.2,11.5,5.9,1.8,24.3,39304
E01003359,Merton 006A,107,71.7,5.1,13.0,7.0,3.2,28.3,32662
E01003360,Merton 006B,133,79.6,3.4,12.1,2.8,2.0,20.4,48589
E01003457,Merton 006C,119,84.6,4.2,9.4,1.1,0.7,15.4,56645
E01003458,Merton 006D,120,79.8,3.5,12.9,2.5,1.2,20.2,50941
E01003459,Merton 006E,111,71.0,6.8,12.3,8.1,1.9,29.0,32884
E01003394,Merton 007A,122,43.1,4.0,35.3,15.8,1.7,56.9,27554
E01003395,Merton 007B,68,35.7,4.6,33.5,24.5,1.7,64.3,29368
E01003396,Merton 007C,173,40.9,4.6,34.2,18.1,2.2,59.1,30390
E01003397,Merton 007D,125,41.8,5.9,32.7,17.8,1.7,58.2,28652
E01003398,Merton 007E,86,37.4,6.2,32.0,21.8,2.6,62.6,29712
E01003368,Merton 008A,110,47.7,4.5,29.6,15.6,2.6,52.3,28716
E01003372,Merton 008B,126,56.2,5.9,19.1,17.0,1.8,43.8,26063
E01003393,Merton 008C,213,56.1,4.1,24.3,13.0,2.6,43.9,27785
E01003406,Merton 008D,85,50.5,6.6,19.2,21.0,2.7,49.5,27218
E01003407,Merton 008E,96,56.3,4.5,27.4,9.2,2.6,43.7,30285
E01003355,Merton 009A,113,78.4,6.2,11.8,1.7,1.8,21.6,44062
E01003356,Merton 009B,39,76.2,5.4,14.2,2.1,2.2,23.8,48333
E01003358,Merton 009C,121,75.3,5.3,14.5,2.4,2.5,24.7,48831
E01003383,Merton 009D,64,78.3,4.6,13.2,1.6,2.3,21.7,52255
E01003384,Merton 009E,100,80.7,6.4,11.0,1.5,0.4,19.3,52732
E01003442,Merton 010A,65,80.1,3.6,12.0,2.3,2.0,19.9,59028
E01003443,Merton 010B,71,90.3,3.1,5.0,0.7,0.9,9.7,61487
E01003444,Merton 010C,59,86.8,2.9,7.5,2.0,0.9,13.2,51431
E01003445,Merton 010D,36,77.8,4.6,14.4,1.5,1.8,22.2,49156
E01003463,Merton 010E,24,75.3,2.0,19.7,1.2,1.9,24.7,68125
E01003380,Merton 011A,72,82.6,4.1,10.2,1.6,1.5,17.4,46842
E01003382,Merton 011B,95,83.3,4.3,9.5,1.9,1.0,16.7,44842
E01003385,Merton 011C,80,82.0,6.4,8.6,1.4,1.6,18.0,56439
E01003399,Merton 011D,102,78.7,4.2,13.4,2.4,1.4,21.3,47826
E01003423,Merton 011E,75,84.0,3.6,9.2,1.4,1.8,16.0,45792
E01003357,Merton 012A,54,59.6,4.8,19.4,12.7,3.6,40.4,24735
E01003376,Merton 012B,81,55.1,5.5,19.4,18.5,1.5,44.9,24350
E01003377,Merton 012C,138,47.6,5.4,20.6,25.0,1.5,52.4,20421
E01003408,Merton 012D,120,69.9,5.4,16.8,5.7,2.3,30.1,30443
E01003410,Merton 012E,128,50.4,5.5,23.6,17.1,3.4,49.6,26020
E01003386,Merton 013A,141,37.5,5.7,31.4,22.7,2.7,62.5,26976
E01003388,Merton 013B,100,44.8,6.7,23.4,22.9,2.2,55.2,25947
E01003389,Merton 013C,93,44.6,6.0,26.7,20.0,2.7,55.4,26742
E01003392,Merton 013D,55,41.6,4.1,33.9,17.1,3.3,58.4,28863
E01003409,Merton 013E,77,42.3,4.7,35.3,15.1,2.5,57.7,25314
E01003387,Merton 014A,81,47.6,5.8,17.8,26.7,2.1,52.4,24604
E01003391,Merton 014B,154,46.3,7.4,11.9,32.9,1.5,53.7,21756
E01003411,Merton 014C,86,50.5,6.9,15.8,23.7,3.0,49.5,27376
E01003412,Merton 014D,80,39.8,7.2,23.6,27.5,2.0,60.2,26223
E01003435,Merton 014E,20,54.2,4.8,16.1,24.1,0.8,45.8,29390
E01003361,Merton 015A,80,68.9,4.7,20.2,4.9,1.3,31.1,34048
E01003424,Merton 015B,52,82.6,3.7,11.0,2.2,0.5,17.4,55347
E01003425,Merton 015C,53,74.6,4.1,16.2,3.0,2.2,25.4,51518
E01003426,Merton 015D,43,57.0,3.7,32.5,3.4,3.4,43.0,42879
E01003428,Merton 015E,49,80.8,4.5,9.5,3.1,2.1,19.2,49057
E01003366,Merton 016A,28,74.3,5.7,14.0,4.9,1.1,25.7,31508
E01003381,Merton 016B,96,84.6,2.9,9.8,1.1,1.7,15.4,44088
E01003446,Merton 016C,73,77.1,4.2,13.7,3.4,1.6,22.9,38146
E01003447,Merton 016D,40,69.8,4.3,17.0,6.4,2.4,30.2,28073
E01003471,Merton 016E,53,75.3,4.4,12.2,5.6,2.5,24.7,41275
E01003413,Merton 017A,65,39.7,8.1,22.6,27.9,1.8,60.3,28402
E01003414,Merton 017B,71,32.9,5.8,31.9,27.2,2.1,67.1,28549
E01003415,Merton 017C,81,38.2,5.1,23.9,29.6,3.2,61.8,29604
E01003416,Merton 017D,48,50.0,4.6,21.0,22.7,1.7,50.0,29782
E01003434,Merton 017E,85,44.3,5.8,19.5,27.5,2.9,55.7,29963
E01003373,Merton 018A,85,47.4,7.4,20.1,23.4,1.7,52.6,20130
E01003378,Merton 018B,93,50.9,5.7,15.6,25.9,2.0,49.1,26770
E01003379,Merton 018C,140,48.5,4.9,22.4,21.9,2.2,51.5,22126
E01003390,Merton 018D,184,38.3,5.7,21.9,30.1,4.0,61.7,19577
E01003405,Merton 018E,66,47.7,6.2,25.8,17.7,2.6,52.3,24759
E01003429,Merton 019A,96,48.7,5.1,13.0,31.3,1.9,51.3,30326
E01003430,Merton 019B,121,35.2,7.8,6.9,48.2,1.8,64.8,22134
E01003431,Merton 019C,120,42.6,5.6,12.9,36.7,2.2,57.4,24239
E01003432,Merton 019D,32,43.6,6.9,16.4,31.9,1.2,56.4,22585
E01003433,Merton 019E,57,38.1,5.9,15.8,38.4,1.8,61.9,26762
E01003466,Merton 020A,71,75.9,4.3,15.5,2.8,1.4,24.1,43661
E01003467,Merton 020B,44,78.8,3.5,13.1,3.2,1.4,21.2,45395
E01003468,Merton 020C,36,80.9,4.2,10.7,2.4,1.8,19.1,42495
E01003469,Merton 020D,55,50.6,4.3,38.6,4.0,2.5,49.4,30229
E01003470,Merton 020E,68,59.2,3.4,33.3,1.7,2.4,40.8,34406
E01003362,Merton 021A,31,81.2,2.7,12.8,2.2,1.1,18.8,39403
E01003363,Merton 021B,34,74.8,3.8,16.4,3.8,1.2,25.2,36641
E01003364,Merton 021C,77,77.9,3.7,12.2,4.9,1.2,22.1,35715
E01003365,Merton 021D,41,71.1,3.3,23.1,1.8,0.8,28.9,40850
E01003421,Merton 021E,60,74.4,3.7,17.9,3.4,0.6,25.6,32273
E01003374,Merton 022A,47,56.0,5.3,14.9,21.6,2.2,44.0,25462
E01003375,Merton 022B,9,62.8,4.8,17.7,12.8,1.9,37.2,28810
E01003437,Merton 022C,48,61.1,5.1,25.3,7.2,1.3,38.9,29994
E01003440,Merton 022D,34,62.0,4.2,18.8,13.3,1.8,38.0,26153
E01003441,Merton 022E,87,53.7,5.3,20.5,18.3,2.3,46.3,25891
E01003427,Merton 023A,54,51.0,5.0,38.0,2.2,3.8,49.0,29506
E01003436,Merton 023B,73,66.1,5.0,18.5,9.0,1.4,33.9,25806
E01003439,Merton 023C,39,57.5,5.3,28.2,6.6,2.4,42.5,25492
E01003448,Merton 023D,95,63.3,4.6,22.4,7.1,2.6,36.7,25072
E01003453,Merton 023E,84,61.4,2.7,28.0,5.6,2.4,38.6,25649
E01003438,Merton 024A,86,67.1,3.5,20.6,7.7,1.1,32.9,24789
E01003449,Merton 024B,58,55.0,5.0,31.5,6.9,1.6,45.0,27981
E01003450,Merton 024C,74,68.4,4.2,15.1,10.5,1.7,31.6,25485
E01003451,Merton 024D,29,74.2,2.1,17.0,5.9,0.7,25.8,32119
E01003452,Merton 024E,61,68.2,2.9,17.0,10.4,1.6,31.8,24745
E01003417,Merton 025A,51,83.4,2.8,10.3,2.6,0.9,16.6,32009
E01003418,Merton 025B,96,80.7,3.7,8.7,6.2,0.7,19.3,32130
E01003419,Merton 025C,30,76.7,3.3,13.0,5.7,1.2,23.3,31266
E01003420,Merton 025D,70,77.5,3.8,12.5,4.0,2.3,22.5,31724
E01003422,Merton 025E,48,76.0,3.1,14.8,4.8,1.2,24.0,32129
E01003744,Redbridge 001A,20,81.0,2.1,12.5,3.4,1.0,19.0,51617
E01003745,Redbridge 001B,29,77.3,1.6,19.3,1.2,0.6,22.7,64816
E01003746,Redbridge 001C,24,84.5,3.7,8.3,2.7,0.8,15.5,54442
E01003747,Redbridge 001D,45,77.7,4.1,15.3,2.7,0.1,22.3,57253
E01003748,Redbridge 001E,37,79.7,2.8,12.6,3.5,1.4,20.3,59842
E01003749,Redbridge 001F,80,72.2,5.0,16.2,4.0,2.6,27.8,47128
E01003750,Redbridge 001G,46,80.1,4.1,10.5,3.2,2.1,19.9,43601
E01003720,Redbridge 002A,34,73.1,3.9,13.1,9.5,0.5,26.9,25692
E01003722,Redbridge 002B,67,71.7,5.0,12.4,9.6,1.4,28.3,26185
E01003723,Redbridge 002C,61,72.0,6.1,11.3,9.4,1.2,28.0,26292
E01003726,Redbridge 002D,4,65.5,7.0,13.8,12.1,1.6,34.5,24827
E01003721,Redbridge 003A,94,59.7,5.5,21.3,11.2,2.4,40.3,30196
E01003724,Redbridge 003B,67,67.7,5.3,18.5,6.6,1.9,32.3,31973
E01003725,Redbridge 003C,98,72.6,5.7,10.2,10.1,1.3,27.4,27795
E01003727,Redbridge 003D,76,78.6,3.6,9.9,6.4,1.5,21.4,25060
E01003654,Redbridge 004A,69,65.6,5.7,17.7,8.8,2.3,34.4,35373
E01003655,Redbridge 004B,68,77.1,5.0,14.0,3.6,0.3,22.9,43216
E01003658,Redbridge 004C,76,59.5,5.8,18.1,13.6,3.0,40.5,28252
E01003660,Redbridge 004D,32,82.4,4.0,9.0,3.9,0.7,17.6,42891
E01003656,Redbridge 005A,29,74.7,5.4,11.8,7.1,0.9,25.3,28455
E01003657,Redbridge 005B,50,76.7,5.1,11.0,6.3,0.9,23.3,35204
E01003659,Redbridge 005C,46,65.9,6.3,17.3,9.0,1.6,34.1,38389
E01003698,Redbridge 006A,75,72.1,3.0,18.9,4.8,1.2,27.9,36932
E01003699,Redbridge 006B,17,73.4,3.3,15.3,6.5,1.6,26.6,35046
E01003700,Redbridge 006C,34,60.1,3.3,27.1,6.9,2.5,39.9,31389
E01003701,Redbridge 006D,61,49.1,3.1,38.3,7.0,2.5,50.9,31608
E01003702,Redbridge 006E,55,71.5,2.4,16.9,7.3,1.9,28.5,30251
E01003703,Redbridge 006F,26,67.5,4.9,19.2,6.6,1.8,32.5,42484
E01003704,Redbridge 006G,59,66.0,5.1,19.1,7.0,2.9,34.0,29126
E01003668,Redbridge 007A,75,75.5,3.8,15.4,3.0,2.3,24.5,48014
E01003669,Redbridge 007B,89,80.4,6.2,8.6,3.2,1.6,19.6,53036
E01003670,Redbridge 007C,64,73.7,3.8,16.0,5.5,1.0,26.3,47494
E01003671,Redbridge 007D,77,77.2,4.2,13.4,4.2,1.1,22.8,53250
E01003672,Redbridge 007E,90,66.9,7.1,15.2,8.5,2.4,33.1,31887
E01003673,Redbridge 007F,93,73.6,6.6,15.7,3.0,1.0,26.4,47610
E01003674,Redbridge 007G,88,68.5,5.2,20.2,4.5,1.6,31.5,45309
E01003707,Redbridge 008A,54,46.4,2.9,36.8,10.9,3.1,53.6,34753
E01003708,Redbridge 008B,35,52.9,5.4,22.1,15.7,3.9,47.1,25284
E01003709,Redbridge 008C,71,53.4,3.7,32.2,7.7,3.0,46.6,35621
E01003710,Redbridge 008D,69,42.4,2.9,45.7,5.9,3.1,57.6,36185
E01003759,Redbridge 009A,68,70.3,3.2,20.9,3.6,2.0,29.7,52140
E01003760,Redbridge 009B,60,58.1,6.1,20.1,12.8,3.0,41.9,33246
E01003761,Redbridge 009C,176,43.5,8.2,17.8,26.8,3.6,56.5,20627
E01003762,Redbridge 009D,67,75.8,6.7,8.4,7.4,1.7,24.2,43690
E01003763,Redbridge 009E,28,50.5,6.1,29.5,11.8,2.1,49.5,40300
E01003764,Redbridge 009F,39,72.0,4.9,15.5,5.1,2.3,28.0,42484
E01003765,Redbridge 009G,75,72.7,5.0,16.5,4.1,1.7,27.3,47400
E01003705,Redbridge 010A,73,55.5,3.7,31.8,7.1,1.8,44.5,33051
E01003706,Redbridge 010B,85,54.1,4.5,32.0,7.0,2.4,45.9,30088
E01003711,Redbridge 010C,51,53.5,3.8,31.8,6.3,4.6,46.5,32364
E01003712,Redbridge 010D,81,50.7,5.4,28.1,13.5,2.2,49.3,25332
E01003646,Redbridge 012A,92,27.7,4.9,56.6,7.9,2.9,72.3,31529
E01003648,Redbridge 012B,67,56.5,2.4,35.8,3.1,2.2,43.5,45122
E01003649,Redbridge 012C,88,37.4,2.4,49.7,6.7,3.7,62.6,42310
E01003651,Redbridge 012D,77,30.7,2.9,57.9,5.2,3.3,69.3,41888
E01003639,Redbridge 013A,17,45.8,4.3,38.2,8.5,3.2,54.2,29688
E01003640,Redbridge 013B,3,45.4,4.4,37.2,10.1,3.0,54.6,35571
E01003641,Redbridge 013C,63,30.6,3.3,52.2,10.3,3.5,69.4,34907
E01003642,Redbridge 013D,55,36.9,5.0,45.4,10.4,2.3,63.1,30531
E01003774,Redbridge 014A,71,75.7,4.9,14.3,3.2,1.9,24.3,50257
E01003775,Redbridge 014B,56,58.1,4.8,30.8,3.4,2.9,41.9,51655
E01003776,Redbridge 014C,49,70.7,6.3,13.1,9.1,0.9,29.3,30279
E01003777,Redbridge 014D,76,74.9,3.7,17.3,2.7,1.4,25.1,51184
E01003778,Redbridge 014E,54,72.4,4.2,17.9,3.5,2.0,27.6,46882
E01003779,Redbridge 014F,96,78.0,4.0,12.7,4.2,1.1,22.0,42698
E01003780,Redbridge 014G,51,57.8,3.1,34.9,3.4,0.8,42.2,59047
E01003647,Redbridge 015A,118,26.8,2.9,63.0,5.5,1.8,73.2,37729
E01003650,Redbridge 015B,79,45.8,2.4,41.4,7.6,2.8,54.2,31065
E01003652,Redbridge 015C,92,35.2,4.5,51.7,4.7,3.9,64.8,42244
E01003653,Redbridge 015D,76,29.4,5.4,55.9,6.7,2.5,70.6,32188
E01003638,Redbridge 017A,61,51.0,3.1,36.0,9.1,0.9,49.0,31269
E01003643,Redbridge 017B,92,40.9,2.8,48.0,5.4,2.8,59.1,34494
E01003644,Redbridge 017C,100,29.2,2.9,58.9,6.4,2.6,70.8,34559
E01003645,Redbridge 017D,108,32.3,5.1,51.6,7.8,3.2,67.7,33991
E01003789,Redbridge 018A,47,69.9,4.2,22.4,2.6,1.0,30.1,50969
E01003794,Redbridge 018B,42,69.0,4.8,19.7,5.6,1.0,31.0,46911
E01003795,Redbridge 018C,16,71.3,4.9,17.1,5.0,1.7,28.7,56491
E01003796,Redbridge 018D,63,68.9,5.2,16.3,8.0,1.5,31.1,47187
E01003661,Redbridge 019A,96,42.5,3.2,37.4,15.2,1.8,57.5,32100
E01003662,Redbridge 019B,110,40.2,6.3,33.7,17.8,2.0,59.8,28395
E01003663,Redbridge 019C,59,54.8,4.4,26.8,12.1,1.8,45.2,30156
E01003664,Redbridge 019D,111,47.8,4.2,27.9,17.4,2.7,52.2,34186
E01003665,Redbridge 019E,99,44.5,5.6,32.9,14.2,2.8,55.5,35499
E01003666,Redbridge 019F,109,39.5,7.6,30.4,20.5,1.9,60.5,29421
E01033590,Redbridge 019H,119,37.4,9.3,32.5,19.4,1.4,62.6,30588
E01033592,Redbridge 019I,140,37.2,5.3,38.8,16.2,2.5,62.8,33662
E01003751,Redbridge 020A,33,28.9,3.7,57.3,7.7,2.5,71.1,30827
E01003753,Redbridge 020B,116,22.1,2.3,63.9,8.9,2.8,77.9,30686
E01003754,Redbridge 020C,100,21.9,2.7,62.9,7.8,4.8,78.1,30963
E01003757,Redbridge 020D,92,26.2,6.0,54.1,11.5,2.3,73.8,29198
E01003769,Redbridge 022A,74,18.2,4.5,61.4,11.2,4.7,81.8,26668
E01003770,Redbridge 022B,41,33.8,4.9,44.6,11.9,4.8,66.2,31836
E01003771,Redbridge 022C,87,21.5,4.9,60.5,9.7,3.4,78.5,28893
E01003773,Redbridge 022D,72,31.0,4.5,51.6,11.9,0.9,69.0,33715
E01003752,Redbridge 023A,122,26.1,3.3,60.1,8.9,1.6,73.9,35468
E01003755,Redbridge 023B,95,18.7,3.1,67.7,5.4,5.0,81.3,31462
E01003756,Redbridge 023C,87,20.2,3.5,63.2,8.5,4.5,79.8,30710
E01003758,Redbridge 023D,106,18.6,5.9,54.5,17.6,3.5,81.4,27564
E01003766,Redbridge 024A,128,17.7,2.8,65.9,9.6,3.9,82.3,28223
E01003767,Redbridge 024B,95,17.0,3.1,64.0,12.2,3.7,83.0,26143
E01003768,Redbridge 024C,103,20.8,3.6,59.0,11.1,5.6,79.2,26875
E01003772,Redbridge 024D,116,22.4,3.8,60.3,9.8,3.7,77.6,30270
E01003781,Redbridge 026A,105,27.9,4.1,56.7,9.3,2.0,72.1,31089
E01003782,Redbridge 026B,108,14.4,2.8,73.6,7.0,2.3,85.6,27618
E01003786,Redbridge 026C,113,31.9,3.7,52.9,9.6,1.8,68.1,35826
E01003787,Redbridge 026D,116,22.4,4.4,62.8,8.8,1.6,77.6,31632
E01003790,Redbridge 027A,17,68.1,7.8,15.4,7.6,1.1,31.9,41997
E01003791,Redbridge 027B,12,73.7,4.6,14.2,5.6,1.9,26.3,51271
E01003792,Redbridge 027C,18,75.4,5.7,12.9,4.9,1.1,24.6,54688
E01003793,Redbridge 027D,28,64.2,6.6,15.4,11.2,2.6,35.8,29548
E01003783,Redbridge 029A,99,22.9,3.8,59.0,10.9,3.4,77.1,25995
E01003784,Redbridge 029B,131,17.9,2.8,66.5,8.2,4.7,82.1,30414
E01003785,Redbridge 029C,56,22.4,5.3,59.1,8.6,4.7,77.6,29197
E01003788,Redbridge 029D,123,21.4,2.6,66.0,6.0,3.9,78.6,28794
E01003683,Redbridge 030A,182,17.9,2.8,66.2,10.2,2.9,82.1,24552
E01003684,Redbridge 030B,162,18.3,2.4,63.5,11.6,4.3,81.7,26253
E01003685,Redbridge 030C,167,13.0,2.1,71.4,9.8,3.7,87.0,24941
E01003686,Redbridge 030D,124,12.0,3.3,68.3,11.2,5.1,88.0,26429
E01003688,Redbridge 030F,137,12.0,2.9,72.5,9.5,3.0,88.0,26553
E01003689,Redbridge 030G,67,14.9,4.4,67.0,9.2,4.6,85.1,23763
E01033589,Redbridge 030H,159,14.1,4.7,68.4,10.4,2.4,85.9,31831
E01033591,Redbridge 030I,79,23.2,3.5,53.6,14.8,4.9,76.8,24334
E01003737,Redbridge 031A,49,27.9,3.5,59.8,4.9,3.8,72.1,35434
E01003738,Redbridge 031B,95,28.8,2.8,57.1,9.3,2.0,71.2,33645
E01003739,Redbridge 031C,80,24.9,4.1,57.2,10.6,3.2,75.1,30794
E01003740,Redbridge 031D,47,24.5,3.4,59.9,7.9,4.3,75.5,31784
E01003741,Redbridge 031E,74,42.6,2.6,45.3,7.8,1.6,57.4,30278
E01003742,Redbridge 031F,151,22.2,4.0,60.1,10.5,3.3,77.8,29323
E01003743,Redbridge 031G,107,17.4,2.9,65.3,13.0,1.5,82.6,27396
E01003728,Redbridge 032A,102,15.8,3.0,64.1,13.6,3.5,84.2,26814
E01003729,Redbridge 032B,150,12.4,1.6,71.8,10.3,3.9,87.6,21622
E01003730,Redbridge 032C,194,10.2,1.2,71.9,12.1,4.6,89.8,23716
E01003732,Redbridge 032D,143,23.7,6.5,39.8,26.1,3.9,76.3,23476
E01003733,Redbridge 032E,172,17.3,2.9,63.8,13.0,3.1,82.7,25223
E01003731,Redbridge 033A,110,18.8,4.4,59.3,13.6,3.9,81.2,23605
E01003734,Redbridge 033B,145,19.5,2.4,61.8,10.9,5.4,80.5,26440
E01003735,Redbridge 033C,119,18.0,6.4,46.7,24.2,4.7,82.0,20766
E01003736,Redbridge 033D,164,13.3,4.2,62.5,17.2,2.8,86.7,27225
E01003713,Redbridge 034A,122,19.7,3.0,61.2,12.0,4.1,80.3,30292
E01003714,Redbridge 034B,119,17.8,3.2,62.2,12.0,4.9,82.2,27366
E01003715,Redbridge 034C,131,18.1,4.3,63.3,9.3,5.1,81.9,28346
E01003716,Redbridge 034D,54,28.9,3.6,54.9,9.3,3.2,71.1,30448
E01003718,Redbridge 034E,133,23.1,2.8,57.5,11.4,5.2,76.9,29879
E01003719,Redbridge 034F,53,22.9,3.9,60.3,9.6,3.4,77.1,29256
E01032581,Redbridge 034G,62,47.2,6.2,29.8,13.6,3.1,52.8,26648
E01003690,Redbridge 035A,24,36.4,3.0,52.8,5.3,2.5,63.6,33009
E01003691,Redbridge 035B,64,18.6,3.9,61.8,13.0,2.7,81.4,31113
E01003692,Redbridge 035C,108,27.3,2.8,59.1,8.5,2.3,72.7,36547
E01003693,Redbridge 035D,36,21.7,3.4,62.8,8.0,4.2,78.3,42374
E01003694,Redbridge 035E,69,22.1,1.9,69.0,6.6,0.4,77.9,35567
E01003695,Redbridge 035F,121,21.5,3.1,60.3,9.8,5.3,78.5,30289
E01003696,Redbridge 035G,101,27.0,2.3,59.0,7.6,4.0,73.0,32378
E01003697,Redbridge 035H,60,20.1,3.7,66.6,6.7,2.8,79.9,36837
E01003675,Redbridge 036A,72,25.4,2.7,66.5,3.2,2.2,74.6,38708
E01003676,Redbridge 036B,93,21.5,2.6,69.1,5.1,1.7,78.5,42317
E01003677,Redbridge 036C,27,31.9,2.1,58.6,4.0,3.4,68.1,41717
E01003678,Redbridge 036D,59,30.0,3.6,57.9,5.9,2.6,70.0,47156
E01003679,Redbridge 036E,73,32.4,1.7,60.5,3.6,1.8,67.6,43580
E01003680,Redbridge 036F,81,30.3,2.5,59.5,5.0,2.7,69.7,42622
E01003681,Redbridge 036G,39,37.8,2.4,51.0,6.2,2.7,62.2,31783
E01003682,Redbridge 036H,63,22.3,2.9,66.7,4.5,3.6,77.7,42780
E01003797,Richmond upon Thames 001A,35,91.7,3.0,3.1,0.6,1.6,8.3,72466
